"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","興櫃日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址","公司網站內公司治理資訊專區網址"
"6947","台鎔科技材料股份有限公司","台鎔科技","綠能環保","－","桃園市觀音區環科路216號","	53831525","陳麗麗","張德鈞","張德鈞","總經理","林學堅","03-4736611","2012/04/12","2023/07/21",新台幣                 10.0000元,943333340,94333334,0,0,合併,每年,股東會,"永豐金證券股份有限公司","02-2381-6288","台北市博愛路17號3樓","安永聯合會計師事務所","林政緯","陳國帥","Techzone","No. 216, Huanke Rd., Guanyin Dist.Taoyuan City 32841 , Taiwan (R.O.C.)","03-4736301","invest@tech-zone.com.tw","www.tech-zone.com.tw","－","－","－","－","www.tech-zone.com.tw","－"
"6959","兆捷科技國際股份有限公司","兆捷科技","化學工業","－","新竹科學園區苗栗縣銅鑼鄉九湖村銅科九路4號","	55878637","高&#21843;全","顧大成","陳天行","副總經理","蔡淑渟","(037)983458","2016/08/29","2023/07/13",新台幣                 10.0000元,391674000,39167400,0,0,合併,每年,股東會,"富邦綜合證券(股)公司股務代理部","(02)23611300","台北市中正區許昌街17號11樓","安侯建業聯合會計師事務所","余聖河","羅瑞芝","iemc","NO.4 TONGKE 9TH RD.,TONGLUO SCIENCE PARK,MIAOLI COUNTY 366003,TAIWAN (ROC)R.O.C","(037)983438","iemc@iemtw.com","https://www.iemc.co/tw","－","－","－","－","https://www.iemc.co/tw","－"
"6963","品元實業股份有限公司","品元","食品工業","－","新北市淡水區中正東路2段27之8號28樓","	80657892","曾仁佑","曾仁佑","劉佩儀","副總經理","曾瓊瑩","02-2808-3280","2003/12/26","2023/06/28",新台幣                 10.0000元,159719660,15971966,0,0,合併,每年,董事會,"群益金鼎證券(股)公司股務代理部","02-2702-3999","台北市敦化南路二段97號B2","資誠聯合會計師事務所","林柏全","謝瑋莉","Texture Maker","28F., No. 27-8, Sec. 2, Zhongzheng E. Rd., Tamsui Dist.New Taipei City, Taiwan (R.O.C)","02-2809-0900","IR@texturemaker.net","https://www.texturemaker.com.tw/","－","－","－","－","https://www.texturemaker.com.tw/","－"
"6972","博瑞達應用材料股份有限公司","博瑞達應材","化學工業","－","臺北市南港區南港路3段9之1號10樓","	12936216","林佳璋","Gordon Christopher Bell","魏英傑","資深副總","許雅婷","(02)27955338","2001/08/07","2024/11/29",新台幣                 10.0000元,229346860,22934686,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","臺北市中正區重慶南路一段83號5樓","安侯建業聯合會計師事務所","江家齊","張純怡","PROTRADE","10 F., No. 9-1, Sec. 3, Nangang Rd., Nangang Dist.Taipei City 11494, Taiwan (R.O.C)","(02)27927783","paminfo@protrade.org","http://www.protrade.org/zh_tw/","－","－","－","－","?L","12936216"
"6973","永立榮生醫股份有限公司","永立榮","生技醫療業","－","新竹科學園區新竹縣竹北市生醫路2段150號2樓之1","	54867417","簡奉任","黃效民","黃效民","總經理/技術長","簡奉任","02-2697-5599","2015/09/04","2023/07/20",新台幣                 10.0000元,395500000,39550000,0,0,合併,每年,股東會,"永豐金證券股份有限公司","(02)2381-6288","台北市中正區博愛路17號3樓","資誠聯合會計師事務所","馮敏娟","阮呂曼玉","U-Neuron","2 F-1, No. 150, Sec. 2, Shengyi RdZhubei City, Hsinchu County ,Taiwan","2697-1389","service@u-neuron.com","https://www.u-neuron.com/","－","－","－","－","https://www.u-neuron.com/","－"
"6976","英屬開曼群島商育世博(股)公司","育世博-KY","生技醫療業","KY","PO BOX309,Ugland House,Grand Cayman, KY1-1104,Cayman Island","	82983710","蕭世嘉","蕭世嘉","賴彥達","執行營運總監","周家瑋","02-2697-6100","2017/02/15","2023/08/08",新台幣                 10.0000元,5822163070,582216307,0,0,合併,每年,董事會,"台新綜合證券股務代理部","02-2504-8125","臺北市中山區建國北路一段 96 號 B1","資誠聯合會計師事務所","鄧聖偉","梁嬋女","Acepodia","12F. No.508, Sec.7 Zhongxiao E. Rd., Nangang Dist.,Taipei,Taiwan","02-2697-6102","ir@acepodiabio.com","https://www.acepodia.com","－","－","－","－","https://www.acepodia.com","－"
"6977","聯純科技股份有限公司","聯純","綠能環保","－","台中市西屯區工業區十二路9號1樓","	16364857","許銘喬","許銘喬","許銘喬","總經理","汪顏秀","04-23503937","1998/01/13","2023/09/25",新台幣                 10.0000元,140000000,14000000,0,0,合併,每年,董事會,"國票綜合證券","02-25288988","台北市南京東路5段188號15樓","安永聯合會計師事務所","林政緯","鄭清標","UPT","9,Road.12,Taichung lndustrial District,Taichung,Taiwan,R.O.C.","04-23500023","ir@upt.com.tw","http://www.upt.com.tw/","－","－","－","－","http://www.upt.com.tw/","－"
"6979","勝釩科技股份有限公司","勝釩","光電業","－","高雄市仁武區高楠公路30號","	53078272","黃閔晨","黃閔晨","吳玲君","公司治理主管","黃奇男","07-3420171","2010/07/26","2024/05/27",新台幣                 10.0000元,120000000,12000000,0,0,合併,每年,董事會,"華南永昌股務代理部","(02)2718-6425","台北市民生東路四段54號4樓","安侯建業聯合會計師事務所","陳永祥","蘇彥達","vft","No.30,Gaonan Road,Renwu Dist. Kaohsiung City 814, Taiwan","07-3420871","mct.co.ltd@vft.com.tw","http://www.vft.com.tw","－","－","－","－","https://www.vft.com.tw/tw/company_03.php","https://www.vft.com.tw/tw/company_02.php"
"6980","鐳洋科技股份有限公司","鐳洋科技","通信網路業","－","新北市汐止區新台五路一段75號20樓之3","	54833711","王奕翔","王奕翔","胡文修","財務長","待補","02-8698-1068","2015/04/17","2023/08/10",新台幣                 10.0000元,300000000,30000000,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","02-2389-2999","台北市中正區重慶南路一段二號五樓","勤業眾信聯合會計師事務所","胡家熀","莊碧玉","RPTK","20F.-4, No. 75, Sec. 1, Xintai 5th Rd., Xizhi Dist.New Taipei City, Taiwan","02-8698-1020","IR@rapidtek.net","https://www.rapidtek.net/tw","－","－","－","－","https://www.rapidtek.net/tw/about/18","－"
"6983","華洋精機股份有限公司","華洋精機","其他電子業","－","台南市新化區中正路686巷56號","	54063852","邱見泰","蕭賢德","蕭賢德","總經理","賴家溱","(06)2532626","2012/10/09","2023/11/09",新台幣                 10.0000元,159000000,15900000,0,0,個別,每年,董事會,"福邦證券股份有限公司","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","林永智","徐惠榆","HYP","No. 56, Lane 686, Zhongzheng Road, Xinhua DistrictTainan City, Taiwan R.O.C","(06)2438417","invest@hua-yang.com.tw","https://www.hua-yang.com.tw","－","－","－","－","https://www.hua-yang.com.tw","－"
"6984","交流資服股份有限公司","ACpay","數位雲端","－","臺北市內湖區安康路20號4樓之7","	83711478","陳彥甫","許文謙","李常裕","營運長","彭宗建","02-25078851","2020/07/13","2023/10/20",新台幣                 10.0000元,192393730,19239373,0,0,合併,每年,股東會,"元富證券股份有限公司股務代理部","02-27686668","臺北市松山區光復北路11巷35號地下一樓","勤業眾信聯合會計師事務所","李冠豪","錢奕圻","ACpay","4F.-7, No. 20, Ankang Rd., Neihu Dist.,Taipei City 114044 , Taiwan (R.O.C.)","02-25082902","acsec@acpay.com.tw","http://www.acpay.com.tw","－","－","－","－","?L","－"
"6986","和迅生命科學股份有限公司","和迅","生技醫療業","－","桃園市桃園區春日路1490號6樓","	50924393","黃濟鴻","黃濟鴻","黃濟鴻","董事長","藍御慎","03-3175088","2019/06/12","2023/09/07",新台幣                 10.0000元,460000000,46000000,0,0,個別,每年,股東會,"中國信託商業銀行股務代理部","02 6636-5566","台北市中正區重慶南路一段83號5樓","安侯建業聯合會計師事務所","陳蓓琪","許明芳","HEXUN","6 F., No. 1490, Chunri Rd.,  Taoyuan Dist.Taoyuan City 33022, Taiwan (R.O.C.)","03-3175089","ir@hexunbio.com","https://www.hexunbio.com/","－","－","－","－","https://hexunbio.com/investorrelations/","－"
"6987","寶晶能源股份有限公司","寶晶能源*","綠能環保","－","台北市內湖區行善路463號8樓","	50791838","蔡佳&#26187;","蔡佳&#26187;","賴明宗","副總經理","許秉文","(02)2796-1122","2018/07/10","2024/08/26",無面額,3759208875,223212500,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","(02)2389-2999","台北市重慶南路一段2號5樓","安侯建業聯合會計師事務所","陳明輝","寇惠植","Ina Energy","8 F., No. 463, Xingshan Rd., Neihu Dist.Taipei City, Taiwan","(02)8791-9989","IR@inaenergy.com.tw","https://www.inaenergy.com.tw","－","－","－","－","https://www.inaenergy.com.tw","－"
"6990","華鉬實業股份有限公司","華鉬","綠能環保","－","彰化縣鹿港鎮工業西一路19號","	16803770","王大介","王大介","王大介","總經理","林俊湧","(04)7811937","1999/05/14","2023/09/08",新台幣                 10.0000元,630827500,63082750,0,0,合併,每年,董事會,"永豐金證券(股)公司股務代理部","(02)23816288","台北市中正區博愛路17號3樓","資誠聯合會計師事務所","吳松源","徐建業","PMIC","No. 19, Gongye W. 1st Rd., Lukang Township.Changhua County 50544, Taiwan.(R.O.C.)","(04)7811563","spokeperson@plummonix.com","https://www.plummonix.com/zh-tw","－","－","－","－","https://www.plummonix.com/zh-tw/page-categories/tou-zi-ren-zhuan-qu","https://www.plummonix.com/zh-tw/page-categories/gong-si-zhi-li"
"6995","野獸國股份有限公司","野獸國","其他","－","新北市板橋區三民路一段210號12樓","	29133182","楊詠喨","楊詠喨","楊傑麟","財務長","陳琇蓮","02-8953-2388","2010/01/20","2025/01/21",新台幣                 10.0000元,243311320,25331132,0,0,合併,每年,股東會,"群益金鼎證券(股)公司股務代理部","02-2702-3999","台北市大安區敦化南路二段97號地下2樓","勤業眾信聯合會計師事務所","蔡宗遠","池瑞全","BK","12F., No.210, Sec. 1, Sanmin Rd., Banqiao Dist.,New Taipei City 220340, Taiwan (R.O.C.)","02-8953-6355","investors@beast-kingdom.com.tw","https://beast-kingdom.com","－","－","－","－","https://beast-kingdom.com","－"
"6999","瀚醫生技股份有限公司","瀚醫生技","生技醫療業","－","新北市汐止區新台五路一段99號15樓之11","	24465838","陳昌慧","陳昌慧","陳昌慧","總經理","劉清雄","(02)26971328","2009/09/22","2024/07/31",新台幣                 10.0000元,220150790,22015079,0,0,合併,每年,董事會,"兆豐證券股份有限公司股務代理部","(02)33930898","台北市忠孝東路二段95號1樓","資誠聯合會計師事務所","林永智","廖福銘","Han Biomedical","15F-11, No.99, Sec.1, Xintai 5th Rd.,Xizhi Dist., New Taipei City, Taiwan","(02)26971269","speaker@hanbiomedical.com","https://www.hanbiomedical.com/","－","－","－","－","https://www.hanbiomedical.com/","－"
"7419","達勝科技股份有限公司","達勝","電子零組件業","－","桃園市平鎮區工業二路2-6號","	27449349","孫德崢","孫德崢","魏宛筠","財務部協理","蔡雅芬","03-4195560","2004/09/21","2019/09/25",新台幣                 10.0000元,400000000,40000000,0,0,個別,每年,董事會,"中國信託商業銀行代理部","0266365566","台北市中正區重慶南路一段83號5樓","資誠聯合會計師事務所","李燕娜","鄭雅慧","MTC","No.2-6, Gongye 2nd Rd., Pingjhen Dist, Taoyuan Cisty 324, Taiwan(R.O.C)Taoyuan City 324 Taiwan(R.O.C.)","03-4192610","IR@mortech.com.tw","http://www.mortech.com.tw","－","－","－","－","http://www.mortech.com.tw","－"
"7427","華上生技醫藥股份有限公司","華上生醫","生技醫療業","－","台北市南港區忠孝東路7段508號16樓之5","	54179426","陳嘉南","陳嘉南","趙月秀","資深副總經理","吳宜樺","02-27851399","2013/04/03","2021/07/08",新台幣                 10.0000元,437062350,43706235,0,0,個別,每年,股東會,"元富證券股份有限公司股務代理","02-27686668","臺北市光復北路11巷35號B1樓","安永聯合會計師事務所","林世寰","張巧穎","GNTbm","16F.-5, No. 508, Sec. 7, Zhongxiao E. Rd., Nangang Dist.,Taipei City , Taiwan (R.O.C.)","02-27851677","info@gntbm.com.tw","http://www.gntbm.com.tw","－","－","－","－","http://www.gntbm.com.tw/tw/about3.html","－"
"7443","凡事康流體科技股份有限公司","凡事康","其他","－","屏東市前進里經建路21號","	70401437","賴炎村","賴炎村","賴炎村","總經理","李俊穎","08-7558557","2000/05/19","2016/02/15",新台幣                 10.0000元,220000000,22000000,0,0,合併,每年,股東會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","張慈媛","王騰葦","FLUXTEK","NO21, Jingjian Road.Pingtung City, 900, Taiwan,R.O.C.","08-7537100","7443@fluxtek.com","http://www.fluxtek.com","－","－","－","－","http://www.fluxtek.com/investment/index.php","－"
"7455","樺緯物聯股份有限公司","樺緯物聯","電腦及週邊設備業","－","新北市汐止區新台五路一段81號16樓之1","	80503525","朱復銓","陳信宇","葉佳雯","財務資深經理","莊書凡","02-86984245","2003/07/31","2025/01/10",新台幣                 10.0000元,255000000,25500000,0,0,個別,每年,股東會,"台新綜合證券股份有限公司","(02)2504-8125","台北市中山區建國北路一段96號B1","安永聯合會計師事務所","羅筱靖","陳國帥","DEXATEK","16F-1,NO.81 Sec.1, Xintai 5th Rd., Xizhi Dist.New Taipei City ,Taiwan","02-86984108","ir7455@dexatek.com","https://www.dexatek.com/","－","－","－","－","https://www.dexatek.com/","－"
"7507","環拓科技股份有限公司","環拓科技","綠能環保","－","屏東縣枋寮鄉東海村永翔路25號","	27695279","袁連惟","吳俊耀","林煥騰","副總經理","袁梓鈞","08-8663546","2005/10/26","2020/03/20",新台幣                 10.0000元,1020999740,102099974,0,0,合併,每年,股東會,"台新證券股務代理部","(02)2504-8125","台北市建國北路一段96號B1","安侯建業聯合會計師事務所","高鈺倫","陳永祥","ENRESTEC INC.","NO.25,YONGXIANG RD;FANGLIAO TOWNSHIP,PINGTUNG COUNTY 940,TAIWAN(ROC)TAIWAN(ROC)","08-8664911","info@enrestec.com.tw","www.enrestec.com.tw","－","－","－","－","www.enrestec.com.tw","－"
"7516","清淨海生技股份有限公司","清淨海","其他","－","桃園市平鎮區關爺東路43號","	28646868","羅允俊","羅允俊","翁雅萍","協理","魏郁芬","(03)468-8698","2007/04/18","2018/12/24",新台幣                 10.0000元,193089280,19308928,0,0,合併,每年,股東會,"兆豐證券股份有限公司股務代理部","(02)3393-0898","台北市忠孝東路二段95號1樓","安侯建業聯合會計師事務所","高鈺倫","張淑瑩","Sea Mild","No.43 Guanye E. Rd.,Pingzhen Dist., Taoyuan City 324, Taiwan","(03)468-6746","investment@seamild.com.tw","www.seamild.com.tw","－","－","－","－","www.seamild.com.tw","－"
"7530","鋒魁科技股份有限公司","鋒魁科技","半導體業","－","苗栗縣竹南鎮廣源科學園區友義路232號","	28772230","張育銓","林千惠","林千惠","總經理","蕭宇傑","(037)586993","2007/08/07","2021/11/24",新台幣                 10.0000元,365000000,36500000,0,0,合併,每年,董事會,"中國信託銀行代理部","0266365566","100台北市中正區重慶南路一段83號5樓","資誠聯合會計師事務所","白淑蒨","江采燕","Forward Tek.","No.232, Youyi Rd. Zhunan TownshipMiaoli County, Taiwan","(037)585987","7530@forward-tek.com.tw","www.forward-tek.com.tw","－","－","－","－","www.forward-tek.com.tw","－"
"7551","知識科技股份有限公司","知識科技","數位雲端","－","台南市中西區青年路137巷16號","	27880210","任正偉","任正偉","任正偉","總經理","沈珮君","06-2283100","2005/08/29","2019/12/12",新台幣                 10.0000元,121000000,12100000,0,0,個別,每年,股東會,"永豐金證券股份有限公司","02-23816288","台北市中正區博愛路17號3樓","安永聯合會計師事務所","洪國森","黃子評","FLASHAIM","No.16, Ln. 137, Qingnian Rd., West Central Dist.Tainan City 700, Taiwan","06-2268214","snare@flashaim.com","www.flashaim.com","－","－","－","－","www.flashaim.com","－"
"7558","群利科技股份有限公司","群利科技","其他","－","台北市內湖區洲子街75號7樓","	24467961","王聖(敏心)","王聖(敏心)","王聖(敏心)","總經理","洪婕恩","02-26579888","2009/10/01","2021/05/03",新台幣                 10.0000元,186207570,18620757,0,0,個別,每年,股東會,"元大證券股份有限公司","02-25865859","臺北市大安區敦化南路2段67號地下一樓","安永聯合會計師事務所","劉榮進","謝勝安","BRYTON","No. 75-7, Zhouzi St., Neihu Dist., Taipei City 114680, Taiwan (R.O.C.)Taipei city","02-26271295","ir@brytonsport.com","http://www.brytonsport.com","－","－","－","－","-","－"
"7561","光晟生物科技股份有限公司","光晟生技","生技醫療業","－","南部科學園區台南市善化區大利二路1號","	27219254","許庭源","呂春美","周俊宏","財務長","許庭源","06-5052755","2005/03/02","2020/07/06",新台幣                 10.0000元,300852620,30085262,673,0,合併,每年,股東會,"台新證券股務代理部","02-25048125","台北市中山區建國北路一段96號B1","安永聯合會計師事務所","陳政初","洪國森","Bioray Biotech","No. 1, Dali 2nd Rd.,Shanhua Dist.,Tainan City 74144, Taiwan","06-5053130","steven@bio-ray.com.tw","http://www.bio-ray.com.tw","－","－","－","－","http://www.bio-ray.com.tw","－"
"7562","博來科技股份有限公司","博來科技","電腦及週邊設備業","－","新北市中和區立德街77號3樓","	23744186","蔣永慶","蔣永慶","陳光旭","研發副總經理","周美娟","02-2228-1055","1990/05/15","2023/08/30",新台幣                 10.0000元,225335400,22533540,0,0,合併,每年,股東會,"華南永昌綜合證券股份有限公司","02-2718-6425","10574 台北市松山區民生東路四段54號4樓","勤業眾信聯合會計師事務所","李麗凰","蔡宗遠","LEX","3F., No.77, Lide St.,Zhonghe Dist., New Taipei City, Taiwan","02-2228-1056","IR@lex.com.tw","https://www.lex.com.tw/","－","－","－","－","https://www.lex.com.tw/","－"
"7566","亞果遊艇開發股份有限公司","亞果遊艇","觀光餐旅","－","台南市安平區國平里新港路二段777號","	54636681","侯佑霖","王昱茗","王昱茗","總經理","邱旭鴻","06-2983699","2014/07/16","2020/07/01",新台幣                 10.0000元,1397726470,139772647,21000000,0,合併,每年,董事會,"統一綜合證券股份有限公司","02-27463797","台北市松山區東興路8號地下一樓","國富浩華聯合會計師事務所","邱繼盛","鄭翔宇","AYDC","No. 777, Sec. 2, Xingang Rd., Anping Dist.,Tainan City 708, Taiwan (R.O.C.)","06-2982905","chihonchiu@argoyc.com","https://www.argoyc.com/","－","－","－","－","http://www.argoyc.com","－"
"7575","安美得生醫股份有限公司","安美得","生技醫療業","－","新北市五股區五權七路14號之一","	29045104","王耀乾","王耀乾","陳致祥","執行長特助","缺額待補","02-22981755","2008/07/15","2022/06/24",新台幣                 10.0000元,300000000,30000000,0,0,個別,每年,股東會,"第一金證券股份有限公司","02-25635711","台北市大安區安和路一段27號6樓","安永聯合會計師事務所","陳智忠","余倩如","Amed","No.14-1 Wuquan 7th Rd.Wugu Dist, New Taipei City 24890, Taiwan","02-22982150","ad@amed.com.tw","http://www.amed.com.tw","－","－","－","－","http://www.amed.com.tw","－"
"7578","利百景股份有限公司","利百景","其他","－","台南市柳營區工一路28號","	24527031","鍾政祐","鍾政祐","鍾政祐","董事長","楊淑芬","06-6235353","2010/11/01","2022/06/01",新台幣                 10.0000元,600733710,60073371,0,0,合併,每半會計年度,股東會,"富邦綜合證券股份有限公司","(02)2361-1300","台北市中正區許昌街17號11樓","勤業眾信聯合會計師事務所","楊朝欽","廖鴻儒","Revivegen","No. 28, Gong 1st Rd., Liuying Dist., Tainan CityTAINAN CITY TAIWAN,ROC","06-6233535","revivegen@revivegen.com.tw","www.revivegen.com.tw","－","－","－","－","www.revivegen.com.tw","－"
"7583","國際海洋股份有限公司","國際海洋","綠能環保","－","台北市松山區南京東路五段89號9樓","	54503373","蔡明格","蔡明格","王奕仁","營運長","魏妤珍","02-2222-8936","2013/07/04","2023/09/26",新台幣                 10.0000元,245748120,24574812,0,0,合併,每年,股東會,"凱基證券股份有限公司","(02)23892999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","陳昭宇","吳鈞麟","IOG","9F, No. 89, Sec. 5, Nanjing E. Rd.,Songshan Dist., Taipei City, Taiwan","02-2222-9036","info@iovtec.com.tw","https://www.iog-tw.com/","－","－","－","－","https://www.iog-tw.com/","－"
"7590","怡和國際股份有限公司","怡和國際","其他","－","高雄市新興區中正三路55號26樓-2","	24455135","朱文煌","邱振庭","邱振庭","總經理","李錕宥","07-2255365","2009/08/13","2022/03/02",新台幣                 10.0000元,1223792640,122379264,0,0,合併,每年,股東會,"台新證券股務代理部","02-25048125","台北市建國北路一段96號B1","安永聯合會計師事務所","李芳文","陳政初","Yiho Int'l","26F.-2, No. 55, Zhongzheng 3rd Rd. Xinxing Dist.,Kaohsiung City , Taiwan","07-2255500","IR@yihoinc.com.tw","http://www.yihoinc.com.tw/","－","－","－","－","http://www.yihoinc.com.tw/invment01.html","－"
"7595","世基生物醫學股份有限公司","世基生醫","生技醫療業","－","台北市內湖區舊宗路2段171巷17號4樓","	27953682","蔡詩辰","徐英洲","陳冠志","公關長","羅苡珊","(02)2798-5885","2005/09/28","2020/12/22",新台幣                 10.0000元,504650000,50465000,0,0,合併,每年,董事會,"統一綜合證券股份有限公司","(02)2746-3797","台北市松山區東興路8號地下1樓","安侯建業聯合會計師事務所","池世欽","黃欣婷","Pharmigene","4F., No. 17, Ln. 171, Sec. 2, Jiuzong Rd., Neihu Dist.Taipei City 11494, Taiwan(R.O.C)","(02)2627-5069","service@pharmigene.com","www.pharmigene.com.tw","－","－","－","－","0","－"
"7607","通用幹細胞股份有限公司","通用幹細胞*","生技醫療業","－","臺中市太平區太平21街10巷18號","	42893208","蘇鴻麟","蘇鴻麟","陳郁晴","會計主管","謝佳穎","04-22766193","2018/03/22","2023/05/25",無面額,256972143,35553000,5000000,0,個別,每年,股東會,"中國信託商業銀行 代理部","02-6636-5566","台北市重慶南路一段83號5樓","安永聯合會計師事務所","陳明宏","羅文振","DuoGenic","No.18, Ln. 10, Taiping 21st St., Taiping Dist.,Taichung City 411021, Taiwan","04-22859212","info@duogenicsc.com","https://www.dgsc.com.tw/","－","－","－","－","https://www.dgsc.com.tw/","－"
"7669","碩正科技股份有限公司","碩正科技","半導體業","－","桃園市蘆竹區南工路72號","	28660220","楊允斌","楊允斌","徐世宗","財務經理","楊裕隆","(03)222-9398","2007/05/07","2025/11/27",新台幣                 10.0000元,220000000,22000000,0,0,個別,每年,董事會,"華南永昌綜合證券股務代理部","(02)2718-6425","臺北市松山區民生東路4段54號4樓","資誠聯合會計師事務所","林冠宏","陳憲正","Suregiant","No. 72, Nangong Rd., Luzhu Dist.,Taoyuan City , Taiwan(R.O.C)","(03)222-9397","stevenlika@suregiant.com.tw","https://sites.google.com/view/suregiant","－","－","－","－","https://sites.google.com/view/suregiant","https://sites.google.com/view/suregiant"
"7689","大鵬科技股份有限公司","大鵬科CLMX","通信網路業","－","台北市內湖區新湖二路258號","	21245121","張再發","張再發","黃羨淇","業務經理","陸秀芳","02-27940001","1984/12/06","2025/10/03",新台幣                 10.0000元,526886500,52688650,0,0,合併,每年,股東會,"富邦綜合證券(股)股務代理部","02-23611300","台北市中正區許昌街17號11樓","安永聯合會計師事務所","林素雯會計師","張巧穎會計師","CLIMAX","NO.258, Xinhu 2nd Rd. Neihu District.Taipei City, 114, Taiwan","02-27926618","ir@climax.com.tw","https://www.climax.com.tw/","－","－","－","－","https://www.climax.com.tw/","https://www.climax.com.tw/"
"7702","前端離岸風電設備製造（股）公司","前端風電","綠能環保","－","新北市三重區重新路四段97號17樓","	25066268","粟明德","黃俊傑","黃俊傑","總經理","黃致源","02-2970-1281","2009/11/10","2023/10/17",新台幣                 10.0000元,660000000,66000000,0,0,個別,每年,董事會,"統一綜合證券(股)公司股務代理部","02-2746-3797","台北市東興路八號地下一樓","勤業眾信聯合會計師事務所","褚世蘭","虞成全","APEXWP","17F., No. 97, Sec. 4, Chongxin Rd.,Sanchong Dist., New Taipei City Taiwan","02-2975-5529","apextw@apexwp.com.tw","www.apexwp.com.tw","－","－","－","－","https://www.apexwp.com.tw/zh_tw/investor/governance","－"
"7706","宏碁創達股份有限公司","宏碁創達","其他","－","新竹縣竹北市環科一路33號6樓之2","	83561392","林弘道","陳惠雯","陳惠雯","總經理","張素娟","03-6567588","2019/11/20","2023/12/25",新台幣                 10.0000元,100000000,10000000,0,0,合併,每年,股東會,"台新證券股份有限公司股務代理部","02-25048125","台北市中山區建國北路一段96號B1","勤業眾信聯合會計師事務所","王浚宇","陳建瑋","ASM","6F.-2, No.33, Huanke 1st Rd., Zhubei CityHsinchu County 302047, Taiwan (R.O.C.)","03-6682517","IR.ASM@acer-asm.com","https://www.acer-asm.com/","－","－","－","－","https://www.acer-asm.com/GQjzEQVyY6gL_dvaa/#","－"
"7707","益芯科技股份有限公司","益芯科","半導體業","－","新竹科學園區園區二路42號2樓","	12933631","陳仲羲","鄭榮文","林政賢","資深協理","謝盈盈","(03)563-4866","2001/07/26","2023/12/05",新台幣                 10.0000元,457000000,45700000,0,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","02-23711658","台北市中正區忠孝西路一段6號6樓","資誠聯合會計師事務所","江采燕","謝智政","CMSC","2F., No.42, Park Avenue II., Science ParkHsin-chu City, 30075, Taiwan, R.O.C","(03)563-4863","IR@cmsc.com.tw","https://www.cmsc.com.tw","－","－","－","－","https://www.cmsc.com.tw","－"
"7710","東擎科技股份有限公司","東擎科技","電腦及週邊設備業","－","臺北市北投區立功街79巷9號7樓","	50789586","李俊瑩","曾瑛俊","陳瑾慧","經理","李燕子","(02)5588-2688","2018/07/04","2025/10/28",新台幣                 10.0000元,639095800,63909580,0,0,合併,每年,董事會,"凱基證券股份有限公司股務代理部","(02)2389-2999","台北市重慶南路一段2號5樓","安永聯合會計師事務所","王瑄瑄","余倩如","ASRockInd","7F., No.9, Ln.79, Ligong St., Beitou District,Taipei City, Taiwan","(02)2858-1369","AsrockInd_Investor@asrockind.com","https://www.asrockind.com/zh-tw/","－","－","－","－","https://www.asrockind.com/zh-tw/csr","https://www.asrockind.com/zh-tw/corporate_governance"
"7719","碳基科技股份有限公司","碳基","其他","－","台中市西屯區工業區三十五路18號","	28585980","陳文宏","陳文宏 暫代","游沛文","董事暨執行長","陳文宏","04-23593393","2007/03/01","2023/11/23",新台幣                 10.0000元,360000000,36000000,2000000,0,個別,每年,股東會,"統一綜合證券(股)公司股務代理部","02-27463797","台北市松山區東興路8號B1","國富浩華聯合會計師事務所","陳桂美","鄭翔宇","CBT","No. 18, Gongyequ 35th Rd., Xitun Dist.,Taichung City 407021, Taiwan (R.O.C.)","04-23593383","info@uaver.com","www.uaver.com","－","－","－","－","www.uaver.com","－"
"7724","諾亞克科技股份有限公司","諾亞克","生技醫療業","－","臺北市松山區民生東路3段129號12樓","	53766524","JONE JENGHORNG CHEN","鍾劍鋒","鍾劍鋒","總經理","無","02-2378-0968","2012/05/18","2024/08/15",新台幣                 10.0000元,353808310,35380831,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-6636-5566","臺北市中正區重慶南路一段83號5樓","安永聯合會計師事務所","王彥鈞","張巧穎","U-ARK","2F., No. 1, Sec. 4, Ren'ai Rd., Da'an Dist.,Taipei City, Taiwan (R.O.C.)","02-2378-0967","Ir_office@u-ark.com","https://www.u-ark.com.tw/","－","－","－","－","https://www.u-ark.com.tw/","－"
