"公司代號","公司名稱","住址","縣市別","產業類別","推薦或出具創新創意意見書單位","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","登入創櫃板日期","實收資本額(元)","股票過戶機構","過戶電話","過戶地址","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","網址"
"7679","擺渡人生設計股份有限公司","臺北市松山區南京東路五段168號10樓","臺北市","其他","輔仁大學","	53913336","呂亮震","呂亮震","游人樺","財會主管","詹嘉那","(02)23940238","2012/07/12","2025/06/26",12000000,"宏遠證券股份有限公司","(02)77198899","臺北市大安區信義路四段236號3~5樓、7樓","Tsquare","10 F., No. 168, Sec. 5, Nanjing E. Rd., Songshan Dist.,Taipei City 105053, Taiwan(R.O.C.)","","service@tsquare.cc","https://www.i3bydo.com/"
"7680","美家人力資源股份有限公司","台中市東區三賢街166號","臺中市","數位雲端","無","	53835310","林淑如","許家畯","黃湘容","特助","陳曉茹","(04)3507-7388","2012/04/19","2025/07/28",153000000,"第一金證券股份有限公司","(02)2563-5711","台北市大安區安和路一段27號6樓","MAY GOD","No. 166, Sanxian St.East Dist., Taichung City, R.O.C","(04)3507-7399","pm@may-god.com","https://may-god.com/"
"7681","深禾醫學科技股份有限公司","台北市大安區羅斯福路三段261號6樓","臺北市","生技醫療","國立臺灣大學","	42890856","鼓瑟股份有限公司","林緹盈","高明見","董事","林世明","02-23697639","2018/03/09","2025/07/02",47371122,"永豐金證券股份有限公司","(02)2382-3379","台北市中正區博愛路17號3樓","LotusNine","6 F., No. 261, Sec. 3, Roosevelt Rd., Da'an Dist.Taipei City 106019, Taiwan (R.O.C.)","02-23697612","support@lotus9.ai","https://www.lotus9.ai/"
"7682","永進木器廠股份有限公司","臺中市南屯區新生里益豐路四段498號2樓","臺中市","文化創意","","	51206103","江世楨","江世楨","李建興","行銷副總","陳麗君","04-2567-7289","1964/06/12","2025/06/30",75000000,"國票綜合證券股份有限公司","02-25288988","台北市松山區南京東路五段188 號15 樓(股務代理部)","YEONG JIN","2 F., No. 498, Sec. 4, Yifeng Rd., Xinsheng Vil., Nantun Dist., Taichung CityTaichung City R.O.C.","","IR@twucm.com","https://www.twucm.com/"
"7684","對稱資訊股份有限公司","高雄市苓雅區中華四路53號8樓","高雄市","數位雲端","國立高雄大學","	83481291","陳致宏","","陳致宏","執行長","孫若馨","07-2692918","2020/03/24","2025/07/15",26374000,"元大證券股份有限公司","(02)25863117","台北市大安區敦化南路二段65號10樓","SYMMETRY INFO","8 F., No. 53, Zhonghua 4th Rd., Lingya Dist.Kaohsiung City 802757, Taiwan","07-2692226","anna.ye@siign.com","https://symmetry.tw/"
"7685","偉孚興業股份有限公司","台中市西屯區協和里工業5路4號","臺中市","其他","","	52809927","黃金城","黃校莆","黃校莆","總經理","","04-23594860","1983/04/21","2025/08/15",148000000,"華南永昌綜合證券股份有限公司","02-2718-6425","台北市民生東路四段54號4樓","Dess","No.4 5th Rd.,Taichung Industrial ParkTaichung City, Taiwan","04-23598476","info@dess.com.tw","www.dess.com.tw"
"7686","捷立康生物科技股份有限公司","臺北市內湖區洲子街57號6樓","臺北市","生技醫療","工業技術研究院","	91046700","曾昱嘉","曾昱嘉","曾昱嘉","董事長","","0226588099","2021/07/29","2025/07/29",451100000,"元大證券股份有限公司","02-2586-5859","臺北市大安區敦化南路２段67號地下一樓","A-TOP","6 F., No. 57, Zhouzi St., Neihu Dist., Taipei City 114676, Taiwan (R.O.C.)Taipei City 114063, Taiwan (R.O.C.)","","a-top@a-top.tw","https://a-top.tw/"
"7687","佐見啦生技(股)公司","高雄市前鎮區仁愛里新衙路367號","高雄市","生技醫療","無","	53589823","李昆霖","李昆霖","李昆霖","董事長","賴瑋宜","07-8100966","2012/03/27","2025/07/24",185010770,"福邦證券股份有限公司","02-23711658","台北市中正區忠孝西路一段6號6樓","Jola","No. 367, Xinya Rd. Qianzhen Dist.Kaohsiung City 806034 , Taiwan (R.O.C.)","07-8211986","service@jolacare.com","https://www.byjolab.com/"
"7688","創客共好股份有限公司","臺中市南區忠明南路789號38樓之2","臺中市","其他","臺中市政府","	42898631","洪麗卿","洪麗卿","黃星月","特助","","04-37007916","2018/04/16","2025/08/15",23950000,"元大證券股份有限公司","02-2586-3117","106045臺北市大安區敦化南路2段67號地下一樓","MAKERGUNGHO","38 F.-2, No. 789, Zhongming S. Rd., South Dist.Taichung City 402253, Taiwan","04-22616156","sryhostacc99@gmail.com","https://makergungho.com/"
"7690","崙禾社會企業股份有限公司","高雄市苓雅區四維三路六號22樓之1","高雄市","社會企業","嘉義縣政府","	91105637","陳梧桐","陳梧桐","謝鳳儀","行銷部副理","","07-9730666","2021/03/22","2025/10/03",16038300,"台新綜合證券股份有限公司","(02)2504-8125","台北市中山區建國北路一段96號B1","LWSE","22F,No.6,Swei 3rd Rd,Kaohsiung,TaiwanKaohsiung,Taiwan","07-9730996","lwse@longwalk.com.tw","www.lwse.com.tw"
"7691","亞歆海洋國際股份有限公司","台中市南屯區惠文路363號1樓","臺中市","文化創意","國立中興大學","	98245107","陳福臺","王楨德","王楨德","總經理","傅姵俙","04-23822242","2024/04/15","2025/10/03",70000000,"元大證券股份有限公司","02-25863117","台北市大安區敦化南路二段65號10樓","Asian Admiral","1 F., No. 363, Huiwen Rd., Nantun Dist.,Taichung City 408030, Taiwan(R.O.C.)","04-23822241","","https://asian-admiral.com/"
"7692","台灣智能漁電科技股份有限公司","台北市中正區林森北路7-1號902室","臺北市","綠能環保","國立台北科技大學創新育成中心","	90466252","秋皇建設有限公司","孫熙文","孫熙文","總經理","王菱君","02-28282550","2021/11/26","2025/08/27",12000000,"宏遠證券股份有限公司","02-23268818","台北市信義路四段236號3樓","TIP","Rm. 902, No. 7-1, Linsen N. Rd., Zhongzheng Dist.Taipei, Taiwan","","chueh521@gmail.com","https://www.taiaquapower.com/"
"7693","全球系統整合股份有限公司","高雄市三民區建德路191號5樓","高雄市","數位雲端","高雄市政府","	13185851","蘇文琦","蘇文琦","蘇明軒","董事長特助","","07-3802695","2002/09/24","2025/10/22",29000000,"永豐金證券股份有限公司","","100台北市中正區博愛路17號3樓","GSI","5F.,NO.191,Jiande Rd.,Sanmin Dist.,KaohsiungCity 807,Taiwan (R.O.C)","07-3802797","GsiComp@mail.nethi.com.tw","https://www.nethi.com.tw/"
"7694","寶澤珠寶股份有限公司","台南市安平區天妃里安北路15-3號2樓","臺南市","其他","長榮大學高階管理碩士在職專班（EMBA）暨企二代中心","	54063728","陳玥翎","潘姿婷","陳玥翎","董事長","潘姿婷","062213806","2012/10/08","2025/10/13",15000000,"元大證券股份有限公司","02-25865859","106台北市大安區敦化南路二段67號地下1樓","BAOZER","2F, No. 15-3, Anbei Road, Anping DistrictTainan, Taiwan","062238429","annshop0619@yahoo.com.tw","https://www.baozer.com.tw/?lang=zh-TW"
"7695","宏潤生物科技股份有限公司","台南市南區新平路32號","臺南市","生技醫療","臺南市政府","	53363629","陳衫潤","陳衫潤","陳衫潤","董事長","","06-7030539","2011/03/07","2025/12/29",232000000,"元大證券股份有限公司","02-2586-5859","台北市大安區敦化南路二段67號地下一樓","","No. 32, Xinping Rd., South Dist.,Tainan City 702026, Taiwan (R.O.C.)","06-2645738","vigorspring2018@gmail.com","https://www.twmit.com/"
"7696","遠東醫電科技股份有限公司","新北市新店區民權路95號6樓之5","新北市","數位雲端","無","	24246617","鄧俊男","鄧俊男","鄧俊男","董事長","康立德","(02)8667-1555","2008/10/09","2025/11/11",159750000,"福邦證券股份有限公司","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","FEMET","6F-5, No. 95, Minquan Rd., Xindian District, New Taipei CityNew Taipei City, Taiwan","(02)8667-1154","nemo@femet.com.tw","https://www.femet.com.tw"
"7697","微笑元素創意概念股份有限公司","臺中市大里區塗城路304巷28弄27之2號","臺中市","綠能環保","臺中科技大學","	28950868","譚道源","譚道源","譚雯華","財務經理","譚靜怡","04-23273188","2008/03/26","2025/12/26",29500000,"元大證券股份有限公司","02-27185886","臺北市中山區南京東路三段219號11樓","SEic","No. 27-2, Aly. 28, Ln. 304, Tucheng Rd., Dali Dist.,Taichung City 412033, Taiwan (R.O.C.)","04-23273178","info@seic-bikes.com","https://www.seic-bikes.com/"
"7698","天龍材料股份有限公司","新竹縣竹北市中興里復興三路2段168號9樓之5","新竹縣","電子科技","安侯建業聯合會計師事務所","	94134903","林玉龍","邱聖民","林玉龍","董事長","詹益群","03-5527295","2023/09/08","2025/12/31",22620594,"永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","DRACO","9 F.-5, No. 168, Sec. 2, Fuxing 3rd Rd., Zhubei City, Hsinchu County 302052, THsinchu County 302052, Taiwan (R.O.C.)","03-5527297","james.chen@dracomaterials.com","https://www.dracomaterials.com"
"7699","瑞利光智能股份有限公司","新竹市東區水利路81號5樓之3","新竹市","電子科技","無","	96770218","陳超乾","何志浩","林惠敏","策略長","何志祥","035752911","2024/06/17","2025/12/31",179264644,"永豐金證券股份有限公司","0223816288","台北市中正區博愛路17號3樓","RVi","5 F.-3, No. 81, Shuili Rd., East Dist.Hsinchu City 300053, Taiwan (R.O.C.)","","IR@rvi.com.tw","https://rvi-ai.com/"
